ProjectName,Street,City,State,Zipcode,full_address,CertLevel,CertDate,LEEDSystemVersionDisplayName,GrossFloorArea,ProjectTypes,OwnerOrganization
1120 Avenue of the Americas Recert,1120 Avenue of the Americas,New York,NY,10036,"1120 Avenue of the Americas, New York, NY 10036",Gold,2015-11-13 00:00:00,LEED-EB:OM v2009,623044.0, ,Hippodrome
Merrill Lynch - 200 Park 34th Fl,200 Park Avenue,New York,NY,10166,"200 Park Avenue, New York, NY 10166",Gold,2017-07-06 00:00:00,LEED-CI v2009,30864.0,Office: Financial,Bank of America
The Forum,605 West 125 Street,New York,NY,10027,"605 West 125 Street, New York, NY 10027",Gold,2019-04-01 00:00:00,LEED-NC v2009,56421.0,Public Assembly: Convention Center, 
375 Hudson Street,375 Hudson St,New York,NY,10014,"375 Hudson St, New York, NY 10014",Gold,2017-02-07 00:00:00,LEED-EB:OM v2009,919034.0,Office: Administrative/Professional,Hines
61 Ninth Avenue,61 Ninth Avenue,New York,NY,10014,"61 Ninth Avenue, New York, NY 10014",Gold,2020-09-09 00:00:00,LEED v4 BD+C: CS,165413.0,Office: Mixed-Use,61 Ninth Development LLC
131 West 33rd Street,131 West 33rd Street,New York,NY,10001,"131 West 33rd Street, New York, NY 10001",,,LEED-EB:OM v2009,150554.0,Office: Mixed-Use,Time Equities Inc.
730 Third Avenue - Recertification,730 3rd Avenue,New York,NY,10017,"730 3rd Avenue, New York, NY 10017",Gold,2017-11-29 00:00:00,LEED-EB:OM v2009,678947.0,Office: Mixed-Use,TIAA - Cref
JPB Foundation,875 Third Avenue,New York,NY,10022,"875 Third Avenue, New York, NY 10022",Silver,2016-11-04 00:00:00,LEED-CI v2009,22040.0,Office: Administrative/Professional,JPB Foundation
1271 Avenue of the Americas,1271 Avenue of the Americas,New York,NY,10020,"1271 Avenue of the Americas, New York, NY 10020",Gold,2020-09-02 00:00:00,LEED-CS v2009,1979787.0,Office: Mixed-Use,The Rockefeller Group
26 Ann Street Hotel,26 Ann Street,New York,NY,10038,"26 Ann Street, New York, NY 10038",Certified,2019-04-09 00:00:00,LEED-NC v2009,128690.0,"Lodging: Hotel/Motel/Resort, Full Service",Tribeca Associates
Hearst Tower Recertification,300 W 57th Street,New York,NY,10019,"300 W 57th Street, New York, NY 10019",Platinum,2016-10-18 00:00:00,LEED-EB:OM v2009,828874.0,Office: Mixed-Use,Hearst Corporation
600 Lexington - Suite 1000,600 Lexington Avenue,New York,NY,10170,"600 Lexington Avenue, New York, NY 10170",Certified,2015-08-12 00:00:00,LEED-CI v2009,5486.0,Office: Administrative/Professional,TRANSWESTERN
1221 Ave Americas 2nd Recertification,1221 Avenue Of The Americas,New York,NY,10020,"1221 Avenue Of The Americas, New York, NY 10020",,,LEED-EB:OM v2009,2552494.0,Office: Administrative/Professional,Rockefeller Group
1155 Avenue of the Americas 11th Floor,1155 Avenue of the Americas,New York,NY,10036,"1155 Avenue of the Americas, New York, NY 10036",Silver,2016-08-04 00:00:00,LEED v4 ID+C: CI,5852.0,Office: Administrative/Professional,The Durst Organization
ABInBev Office - NYC,119-125 West 24th Street,New York,NY,10011,"119-125 West 24th Street, New York, NY 10011",,,LEED-CI v2009,69798.0,Office: Administrative/Professional,ABInBev
Times Square Tower,7 Times Square,New York,NY,10036,"7 Times Square, New York, NY 10036",,,LEED-EB:OM v2009,1184834.0,Office: Administrative/Professional,Boston Properties Inc.
140 Broadway - NBBJ Offices,140 Broadway,New York,NY,10011,"140 Broadway, New York, NY 10011",Silver,2020-12-10 00:00:00,LEED-CI v2009,13055.0,Office: Administrative/Professional,NBBJ Architects
19 West 44th Street,19 West 44th st,New York,NY,10036,"19 West 44th st, New York, NY 10036",Silver,2016-10-31 00:00:00,LEED-EB:OM v2009,297000.0,Office: Mixed-Use,19 WEST 44TH STREET PROPERTY INVESTORS I
The Provident 225,225 E Houston Street,New York,NY,10002,"225 E Houston Street, New York, NY 10002",,,LEED-HOMES MR v2010,38340.0,Multi-Family Mid-Rise,Houston Essex Realty Corp.
1155 Avenue of the Americas,1155 Avenue of the Americas,New York,NY,10036,"1155 Avenue of the Americas, New York, NY 10036",Silver,2016-09-08 00:00:00,LEED v4 O+M: EB,790000.0,Office: Mixed-Use,The Durst Organization
1133 Avenue of the Americas,1133 Avenue of the Americas,New York,NY,10036,"1133 Avenue of the Americas, New York, NY 10036",Silver,2016-09-08 00:00:00,LEED v4 O+M: EB,1101300.0,Office: Mixed-Use,The Durst Organization
Lipstick 53rd at Third,885 Third Avenue,New York,NY,10022,"885 Third Avenue, New York, NY 10022",Gold,2016-04-07 00:00:00,LEED-EB:OM v2009,688617.0,Office: Other Office,IRSA
West Village Residences LLC Neighborhood,160 West 12th Street,New York,NY,10011,"160 West 12th Street, New York, NY 10011",Gold,2020-01-28 00:00:00,LEED-ND v2009 Stage 3,3.22,Non-residential and Residential,"Rudin Management Company, Inc."
180 2nd Avenue,180 2nd Avenue,New York,NY,10003,"180 2nd Avenue, New York, NY 10003",,,LEED-HOMES MR v2010,14391.0,Multi-Family Mid-Rise,180 Second LLC
South Street Seaport Pier 17,89 South Street,New York,NY,10038,"89 South Street, New York, NY 10038",,,LEED-CS v2009,277210.0,Other,Howard Hughes Corporation
"Taberna, 97 St. Marks Place",97 St. Marks Place,New York,NY,10009,"97 St. Marks Place, New York, NY 10009",Gold,2017-09-19 00:00:00,LEED-CI v2009,1775.0,Retail: Restaurant/Cafeteria,"Taberna 97, Inc."
6469 Broadway,6469 Broadway,New York,NY,10471,"6469 Broadway, New York, NY 10471",Gold,2017-03-28 00:00:00,LEED-HOMES MR v2010,66753.0,Multi-Family Mid-Rise,Selfhelp Community Services
TD Bank - New York NY - 593 Third Ave,593 Third Avenue,New York,NY,10016,"593 Third Avenue, New York, NY 10016",Gold,2016-08-15 00:00:00,LEED-CI v2009,3545.0,Retail: Bank Branch,TD Bank Group
Statue of Liberty Museum,Liberty Island,New York,NY,10004,"Liberty Island, New York, NY 10004",Gold,2020-03-27 00:00:00,LEED-NC v2009,23000.0,Public Assembly: Other Assembly,National Park Service
The Shed,545 West 30th Street,New York,NY,10001,"545 West 30th Street, New York, NY 10001",Silver,2020-01-22 00:00:00,LEED-NC v2009,220391.0,Public Assembly: Other Assembly,"The Shed NYC, Inc."
386 Park Avenue South Recertification,386 Park Avenue South,New York,NY,10016,"386 Park Avenue South, New York, NY 10016",,,LEED-EB:OM v2009,257439.0,Office: Mixed-Use,Macklowe
Collegiate School New K-12 Facility,301 Freedom Place South,New York,NY,10069,"301 Freedom Place South, New York, NY 10069",Silver,2019-04-22 00:00:00,LEED FOR SCHOOLS v2009,158539.0,Core Learning Space: K-12 Elementary/Middle School,Collegiate School
NIKE Inline Store: SoHo,529 Broadway,New York,NY,10002,"529 Broadway, New York, NY 10002",Certified,2017-06-09 00:00:00,LEED-CI Retail v2009,46819.0,Retail: Other Retail,Nike Inc.
JD Carlisle- 30th & Madison Ave,15 East 30th Street,New York,NY,10016,"15 East 30th Street, New York, NY 10016",,,LEED-NC v2009,380000.0,Multi-Family Residential: Condominium,JD Carlisle
Ropes & Gray NY 34th Floor,1211 Avenue of the Americas,New York,NY,10036,"1211 Avenue of the Americas, New York, NY 10036",Gold,2016-08-17 00:00:00,LEED-CI v2009,26903.0,Office: Administrative/Professional,Ropes & Gray LLP
Swarovski Showroom and Workplace,10 East 53rd Street,New York,NY,10022,"10 East 53rd Street, New York, NY 10022",,,LEED-CI v2009,12660.0,Office: Administrative/Professional,Swarovski
101 Park Avenue,101 Park Avenue,New York,NY,10178,"101 Park Avenue, New York, NY 10178",,,LEED-EB:OM v2009,1208217.0,Office: Mixed-Use,"H J Kalikow & Co., LLC"
Nine West Office 22nd Floor,1411 Broadway,New York,NY,10018,"1411 Broadway, New York, NY 10018",,,LEED-CI v2009,24845.0,Office: Administrative/Professional,Nine West Holdings
One Liberty Plaza,165 Broadway,New York,NY,10006,"165 Broadway, New York, NY 10006",Gold,2016-09-09 00:00:00,LEED-EB:OM v2009,2346193.0,Office: Administrative/Professional,Brookfield
Roosevelt Island Branch Library,504 Main Street,New York,NY,10044,"504 Main Street, New York, NY 10044",Silver,2022-06-23 00:00:00,LEED-CI v2009,6754.0,Public Assembly: Library,New York Public Library
Starbucks 32 Avenue of the Americas,32 Avenue of the Americas,New York,NY,10013,"32 Avenue of the Americas, New York, NY 10013",Certified,2016-01-13 00:00:00,LEED-CI Retail v2009,2400.0,Retail: Fast Food,Starbucks
xAd-60th Floor 1 WTC,1 World Trade Center,New York,NY,10007,"1 World Trade Center, New York, NY 10007",Gold,2017-02-13 00:00:00,LEED-CI v2009,26500.0,Office: Administrative/Professional,Royal 1 WTC Management LLC
Studio Museum in Harlem,144 West 125th Street,New York,NY,10027,"144 West 125th Street, New York, NY 10027",,,LEED-NC v2009,72426.0,Public Assembly: Other Assembly,Studio Museum in Harlem
"Durst Partial 45, 46 & 47 Floors 1WTC",72 Vessey St,New York,NY,10007,"72 Vessey St, New York, NY 10007",Gold,2017-01-10 00:00:00,LEED-CI v2009,33445.0,Office: Administrative/Professional,Royal 1 WTC Management LLC
77 Greenwich Street,77 Greenwich,New York,NY,10006,"77 Greenwich, New York, NY 10006",Silver,2022-12-02 00:00:00,LEED-NC v2009,301270.0,Multi-Family Residential: Condominium,Trinity Place Holdings
Riverside Building 3,10 Riverside Boulevard,New York,NY,10069,"10 Riverside Boulevard, New York, NY 10069",Silver,2021-07-14 00:00:00,LEED-NC v2009,567036.0,Multi-Family Residential: Condominium,GID
Riverside Building 4,639 West 59th Street,New York,NY,10019,"639 West 59th Street, New York, NY 10019",Silver,2021-06-30 00:00:00,LEED-NC v2009,406265.0,Multi-Family Residential: Condominium,GID
Riverside Building 1,400 West 61st Street,New York,NY,10069,"400 West 61st Street, New York, NY 10069",Silver,2021-07-13 00:00:00,LEED-NC v2009,1216122.0,Multi-Family Residential: Condominium,GID
"Bloomberg - 919 - FL 1-4, 10, 14-18",919 Third Avenue,New York,NY,10022,"919 Third Avenue, New York, NY 10022",Gold,2021-04-27 00:00:00,LEED-CI v2009,216385.0,Office: Mixed-Use,Bloomberg LP
COOKFOX Office,250 W 57th Street,New York,NY,10107,"250 W 57th Street, New York, NY 10107",Platinum,2017-05-10 00:00:00,LEED-CI v2009,13341.0,Office: Other Office,COOKFOX Architects
1211 Avenue of the Americas Recert,1211 Avenue of the Americas,New York,NY,10036,"1211 Avenue of the Americas, New York, NY 10036",Gold,2019-09-30 00:00:00,LEED-EB:OM v2009,1936943.0,Office: Mixed-Use,Cushman & Wakefield
1515 Broadway 31st and 32nd Floors,1515 Broadway,New York,NY,10036,"1515 Broadway, New York, NY 10036",Silver,2017-03-07 00:00:00,LEED-CI v2009,43071.0,Office: Other Office,VIACOM
1515 Broadway 16th Floor,1515 Broadway,New York,NY,10036,"1515 Broadway, New York, NY 10036",Gold,2016-10-13 00:00:00,LEED-CI v2009,22209.0,Office: Other Office,VIACOM
Neuberger Berman,1290 Avenue of Americas,New York,NY,10014,"1290 Avenue of Americas, New York, NY 10014",Silver,2017-07-31 00:00:00,LEED-CI v2009,275748.0,Office: Financial,Neuberger Berman
Pace Gallery,540 W 25th Street,New York,NY,10022,"540 W 25th Street, New York, NY 10022",Silver,2022-03-16 00:00:00,LEED-NC v2009,66737.0,Public Assembly: Entertainment,Weinberg Properties
160 Leroy Street,160 Leroy Street,New York,NY,10014,"160 Leroy Street, New York, NY 10014",,,LEED-NC v2009,159000.0,Multi-Family Residential: Condominium,Ian Schrager Company
Moody's- 1 WTC,1 World Trade Center,NEW YORK,NY,10007,"1 World Trade Center, NEW YORK, NY 10007",Gold,2016-12-15 00:00:00,LEED-CI v2009,44931.0,Office: Administrative/Professional,Moody's
1250 Broadway Recertification 2 NIU,1250 Broadway,New York,NY,10001,"1250 Broadway, New York, NY 10001",,,LEED-EB:OM v2009,719481.0, ,JT/MH 1250 Owner LP
LinkedIn-ESB 26,350 5th Avenue,New York,NY,10118,"350 5th Avenue, New York, NY 10118",Gold,2016-12-14 00:00:00,LEED-CI v2009,21340.0,Office: Administrative/Professional,LinkedIn
AC Hudson Hotel,432 West 31st Street,New York,NY,10001,"432 West 31st Street, New York, NY 10001",,,LEED-NC v2009,109218.0,"Lodging: Hotel/Motel/Resort, Full Service",Concord Hospitality Enterprises Company
Starbucks 425 Lexington,425 Lexington,New York,NY,10166,"425 Lexington, New York, NY 10166",Certified,2016-09-27 00:00:00,LEED-CI Retail v2009,1271.0,Retail: Restaurant/Cafeteria,Starbucks
Starbucks 87th and Third,1542 Third Avenue,New York,NY,10028,"1542 Third Avenue, New York, NY 10028",Silver,2016-09-27 00:00:00,LEED-CI Retail v2009,1750.0,Retail: Restaurant/Cafeteria,Starbucks
Starbucks 49th St & Park Ave,280 Park Avenue,New York,NY,10017,"280 Park Avenue, New York, NY 10017",Certified,2016-09-27 00:00:00,LEED-CI Retail v2009,1927.0,Retail: Restaurant/Cafeteria,Starbucks
Barclays - 745 7th Ave - Phase B Restack,745 Seventh Ave,New York,NY,10019,"745 Seventh Ave, New York, NY 10019",Gold,2016-09-30 00:00:00,LEED-CI v2009,134630.0,Office: Financial,Barclays
Shaw Contract Flooring - NYC Showroom,853 Broadway,New York,NY,10003,"853 Broadway, New York, NY 10003",Gold,2017-01-17 00:00:00,LEED-CI v2009,5274.0,Office: Administrative/Professional,"Shaw Industries Group, Inc."
485 Madison Ave Recertification,485 Madison Avenue,New York,NY,10022,"485 Madison Avenue, New York, NY 10022",Gold,2017-07-10 00:00:00,LEED-EB:OM v2009,263067.0,Office: Administrative/Professional,485 Madison Ave LLC
8 W 40th Street Recertification,8 West 40th Street,New York,NY,10018,"8 West 40th Street, New York, NY 10018",,,LEED-EB:OM v2009,385347.0,Office: Mixed-Use,AB 40th Street LLC
315 Hudson Street Recertification,315 Hudson Street,New York,NY,10013,"315 Hudson Street, New York, NY 10013",Silver,2017-05-30 00:00:00,LEED-EB:OM v2009,427972.0,Office: Mixed-Use,Jack Resnick & Sons
199 Water Street Recertification,199 Water Street,New York,NY,10038,"199 Water Street, New York, NY 10038",Certified,2017-07-14 00:00:00,LEED-EB:OM v2009,1008380.0, ,Jack Resnick And Sons
Lantern House,515 West 18th Street,New York,NY,10011,"515 West 18th Street, New York, NY 10011",Silver,2021-06-14 00:00:00,LEED-NC v2009,397146.0,Multi-Family Residential: Condominium,"Related Companies, L.P."
222 Broadway Test,222 Broadway,New York,NY,10038,"222 Broadway, New York, NY 10038",Gold,2016-10-24 00:00:00,LEED-EB:OM v2009,1515135.0, ,L&L Holding Co.
"26 Fed'l Plaza 30th Flr Partial Ren, Pk1",26 Federal Plaza,New York,NY,10278,"26 Federal Plaza, New York, NY 10278",Gold,2019-03-13 00:00:00,LEED-CI v2009,29220.0,Office: Government,General Services Administration (GSA)
108891-Broadway & 70th Relo,2039-A Broadway,New York,NY,10023,"2039-A Broadway, New York, NY 10023",Certified,2016-12-07 00:00:00,LEED-CI Retail v2009,1391.0,Retail: Bank Branch,"Wells Fargo Bank, N.A."
JLL - 28 Liberty Street,28 Liberty Street,New York,NY,10005,"28 Liberty Street, New York, NY 10005",Gold,2017-05-08 00:00:00,LEED-CI v2009,10000.0,Office: Administrative/Professional,JLL
ADP,135 West 18th Street,New York,NY,10011,"135 West 18th Street, New York, NY 10011",Gold,2017-02-13 00:00:00,LEED-CI v2009,18027.0,Office: Administrative/Professional,ADP
BCG NY,10 Hudson Yards,New York,NY,10001,"10 Hudson Yards, New York, NY 10001",Silver,2018-02-22 00:00:00,LEED v4 ID+C: CI,138317.0,Office: Administrative/Professional,The Boston Consulting Group
320 Park Recertification,320 Park Avenue,New York,NY,10022,"320 Park Avenue, New York, NY 10022",Gold,2017-08-14 00:00:00,LEED-EB:OM v2009,730000.0,Office: Mixed-Use,Mutual of America
Zara NY 503 Broadway,503 - 511 Broadway,New York,NY,10012,"503 - 511 Broadway, New York, NY 10012",Gold,2016-09-07 00:00:00,LEED-CI Retail v2009,40251.0,Retail: Other Retail,Inditex
The Associated Press Headquarters,200 Liberty Street,New York,NY,10281,"200 Liberty Street, New York, NY 10281",Gold,2018-04-23 00:00:00,LEED-CI v2009,172352.0,Office: Administrative/Professional,Associated Press
The Spiral- 66 Hudson Boulevard,528 West 35th Street,New York,NY,10018,"528 West 35th Street, New York, NY 10018",Gold,2023-05-24 00:00:00,LEED-CS v2009,1000000.0,Office: Mixed-Use,Tishman Speyer
TWA Hotel,Terminal 5 JFK Access Road,New York,NY,11430,"Terminal 5 JFK Access Road, New York, NY 11430",Gold,2020-11-09 00:00:00,LEED-NC v2009,432000.0,"Lodging: Hotel/Motel/Resort, Full Service",MCR Development LLC
Residential Sales Office-1 WTC,285 Fulton Street,New York,NY,10006,"285 Fulton Street, New York, NY 10006",,,LEED-CI v2009,7400.0,Office: Other Office,VS 125 LLC
Schomburg Landmark Building,104 West 136th Street,New York,NY,10030,"104 West 136th Street, New York, NY 10030",Silver,2020-02-18 00:00:00,LEED-CI v2009,11885.0,Public Assembly: Library,New York Public Library
TD Bank - New York NY - 124th & Lenox,100 West 125th Street,New York,NY,10027,"100 West 125th Street, New York, NY 10027",Silver,2017-03-22 00:00:00,LEED-CI Retail v2009,2491.0,Retail: Bank Branch,TD Bank Group
Urban Green Council Office,55 Broad Street,New York,NY,10004,"55 Broad Street, New York, NY 10004",,,LEED v4 ID+C: CI,4500.0,Office: Administrative/Professional,Urban Green Council
575 Lexington Ave,575 Lexington Avenue,New York,NY,10022,"575 Lexington Avenue, New York, NY 10022",Gold,2017-01-31 00:00:00,LEED-EB:OM v2009,688555.0,Office: Mixed-Use,Normandy Real Estate Partners
1 Vanderbilt,317 Madison Avenue,New York,NY,10017,"317 Madison Avenue, New York, NY 10017",Platinum,2021-05-21 00:00:00,LEED-CS v2009,1660939.0,Office: Administrative/Professional,SL Green Realty Corp.
The Dalton School STEM expansion,108 East 89th Street,New York,NY,10128,"108 East 89th Street, New York, NY 10128",Gold,2021-01-21 00:00:00,LEED FOR SCHOOLS v2009,12120.0,Core Learning Space: K-12 High School,The Dalton School
H&M - US700 4 World Trade Center,4 World Trade Center,New York,NY,10006,"4 World Trade Center, New York, NY 10006",Gold,2017-11-29 00:00:00,LEED-CI Retail v2009,25482.0,Retail: Other Retail,H&M Hennes & Mauritz
Delos Headquarters,860 Washington Street,New York,NY,10014,"860 Washington Street, New York, NY 10014",,,LEED v4 ID+C: CI,19319.0,Office: Administrative/Professional,Delos
159 East 53rd Street,159 East 53rd Street,New York,NY,10022,"159 East 53rd Street, New York, NY 10022",Gold,2020-01-22 00:00:00,LEED-CS v2009,156335.0,Office: Administrative/Professional,BP/CG Center II LLC
100 Vandam Street,100 Vandam St,New York,NY,10013,"100 Vandam St, New York, NY 10013",Gold,2022-08-30 00:00:00,LEED-NC v2009,185280.0,Multi-Family Residential: Condominium,"Think Green, LLP"
551 Madison Avenue Recertification,551 Madison Avenue,New York,NY,10022,"551 Madison Avenue, New York, NY 10022",,,LEED-EB:OM v2009,129674.0,Office: Administrative/Professional,LaSalle Investment Management
Merrill Lynch - 114 West 47th St,114 West 47th St,New York,NY,10036,"114 West 47th St, New York, NY 10036",Gold,2017-03-17 00:00:00,LEED-CI v2009,15677.0,Office: Financial,Bank of America
Global Brands Group 10th Floor,350 5th Avenue,New York,NY,10118,"350 5th Avenue, New York, NY 10118",Gold,2017-03-08 00:00:00,LEED-CI v2009,33397.0,Office: Administrative/Professional,"GBG USA, Inc."
91 Leonard,91 Leonard Street,New York,NY,10013,"91 Leonard Street, New York, NY 10013",,,LEED-NC v2009,203711.0,Multi-Family Residential: Condominium,Toll Brothers City Living
MoMA Expansion Project,11 W 53rd Street,New York,NY,10019,"11 W 53rd Street, New York, NY 10019",Platinum,2020-01-07 00:00:00,LEED-CI v2009,115000.0,Other,MoMA
100 Wall Street,100 Wall Street,New York,NY,10005,"100 Wall Street, New York, NY 10005",Silver,2018-09-13 00:00:00,LEED-EB:OM v2009,519093.0,Office: Mixed-Use,100 Wall Investment LLC
