ProjectName,Street,City,State,Zipcode,full_address,CertLevel,CertDate,LEEDSystemVersionDisplayName,GrossFloorArea,ProjectTypes,OwnerOrganization
MMC NY-1166 22nd Floor,1166 Avenue Of The Americas,New York,NY,10036,"1166 Avenue Of The Americas, New York, NY 10036",Gold,2016-02-18 00:00:00,LEED-CI v2009,27085.0,Office: Administrative/Professional,Marsh & McLennan
5 Manhattan West,450 West 33rd Street,New York,NY,10001,"450 West 33rd Street, New York, NY 10001",Certified,2020-02-07 00:00:00,LEED-CS v2009,1610000.0,Office: Administrative/Professional,Brookfield Properties
Mediaocean,620 Avenue Of The Americas,New York,NY,10011,"620 Avenue Of The Americas, New York, NY 10011",Gold,2015-04-29 00:00:00,LEED-CI v2009,59281.0,Office: Administrative/Professional,Mediaocean LLC
Project Liberty,11 Madison Ave,New York,NY,10010,"11 Madison Ave, New York, NY 10010",Silver,2018-02-08 00:00:00,LEED-CI v2009,1278371.0,Office: Financial,Credit Suisse
225 East 39th Street,225 East 39th Street,New York,NY,10016,"225 East 39th Street, New York, NY 10016",Silver,2016-10-26 00:00:00,LEED-NC v2009,362814.0,Multi-Family Residential: Apartment,"Gemini Residential, LLC"
22 Thames Street,22 Thames Street,New York,NY,10006,"22 Thames Street, New York, NY 10006",,,LEED-NC v2009,480000.0,Multi-Family Residential: Apartment,"Henry II Thames, LP"
125 West 25th Street,125 West 25th Street,New York,NY,10001,"125 West 25th Street, New York, NY 10001",Gold,2018-05-04 00:00:00,LEED-CS v2009,571246.0, ,Normandy Real Estate Partners
"Capital One 299Park Fl:14,22,23,27-29,31",299 Park Avenue,New York,NY,10171,"299 Park Avenue, New York, NY 10171",Gold,2016-09-12 00:00:00,LEED-CI v2009,141404.0,Office: Financial,Capital One
55 Hudson Yards,55 Hudson Yards,New York,NY,10001,"55 Hudson Yards, New York, NY 10001",Gold,2019-10-30 00:00:00,LEED-CS v2009,1233101.0,Office: Administrative/Professional,One Hudson Yards Owner LLC
1585 Broadway RECERTIFICATION,1585 Broadway,New York,NY,10036,"1585 Broadway, New York, NY 10036",,,LEED-EB:OM v2009,1475766.0,Office: Administrative/Professional,Hines
386 Park Avenue South,386 Park Avenue South,New York,NY,10016,"386 Park Avenue South, New York, NY 10016",Silver,2015-07-16 00:00:00,LEED-EB:OM v2009,257439.0, ,Macklowe
Delos Office,22 Little West 12th Street,New York,NY,10014,"22 Little West 12th Street, New York, NY 10014",Gold,2015-08-07 00:00:00,LEED-CI v2009,3284.0,Office: Administrative/Professional,Delos Living LLC
330 West 34th Street Renovation,330 West 34th Street,New York,NY,10001,"330 West 34th Street, New York, NY 10001",Silver,2018-02-16 00:00:00,LEED-CS v2009,719230.0,Office: Mixed-Use,Vornado Realty Trust
Verizon 1095 6th Avenue,1095 Avenue Of The Americas,New York,NY,10018,"1095 Avenue Of The Americas, New York, NY 10018",Gold,2014-12-12 00:00:00,LEED-CI v2009,13859.0,Office: Administrative/Professional,Verizon
ADP iLab,135 West 18th Street,New York,NY,10011,"135 West 18th Street, New York, NY 10011",Gold,2015-04-08 00:00:00,LEED-CI v2009,18357.0,Office: Administrative/Professional,ADP
NewYork-Presbyterian David H. Koch Ctr,1283 York Ave,New York,NY,10065,"1283 York Ave, New York, NY 10065",Gold,2019-12-02 00:00:00,LEED-HC v2009,733922.0,Healthcare: Outpatient Office (Diagnostic),New York-Presbyterian Hospital
TripAdvisor New York,330 Hudson Street,New York,NY,10013,"330 Hudson Street, New York, NY 10013",Gold,2015-07-29 00:00:00,LEED-CI v2009,24562.0,Office: Administrative/Professional,TripAdvisor
55 West 17th Street,55 West 17th Street,New York,NY,10011,"55 West 17th Street, New York, NY 10011",Silver,2020-05-22 00:00:00,LEED-NC v2009,115144.0,Multi-Family Residential: Condominium,55 West 17 Street Partners LLC
125 W 55th Street,125 W 55th St.,New York,NY,10019,"125 W 55th St., New York, NY 10019",Gold,2014-08-14 00:00:00,LEED-EB:OM v2009,571246.0, ,"125 West 55th Street Realty Company, LLC"
540 West 26 Street,540 West 26 Street,New York,NY,10001,"540 West 26 Street, New York, NY 10001",Silver,2018-05-09 00:00:00,LEED-CS v2009,143943.0,Office: Mixed-Use,540 West 26 St. Property Debt Investors
135 W 50th Street Recertification,135 W 50th Street,New York,NY,10019,"135 W 50th Street, New York, NY 10019",Silver,2014-10-31 00:00:00,LEED-EB:OM v2009,816316.0,Office: Mixed-Use,135 West 50th Street Investors LLC
TD Bank - NYC NY - 21 East 1st St,21 East 1st Street,New York,NY,10003,"21 East 1st Street, New York, NY 10003",Gold,2015-04-29 00:00:00,LEED-CI Retail v2009,4213.0,Retail: Bank Branch,TD Bank
CCCADI,120 E 125th St,New York,NY,10035,"120 E 125th St, New York, NY 10035",Gold,2018-06-06 00:00:00,LEED-NC v2009,9420.0,Public Assembly: Other Assembly,"CCCADI, Inc."
TD Bank - New York NY - 910 Eighth Ave,910 Eighth Ave,New York,NY,10019,"910 Eighth Ave, New York, NY 10019",Gold,2015-01-14 00:00:00,LEED-CI Retail v2009,4283.0,Retail: Bank Branch,TD Bank
180 East 88th Street,180 East 88th Street,New York,NY,10128,"180 East 88th Street, New York, NY 10128",,,LEED-NC v2009,182240.0,Multi-Family Residential: Apartment,DDG
10 East 53rd Street,10 East 53rd Street,NEW YORK,NY,10022,"10 East 53rd Street, NEW YORK, NY 10022",Silver,2016-09-20 00:00:00,LEED-CS v2009,383166.0,Office: Mixed-Use,SL GREEN REALTY CORP
1440 Broadway - Recertification,1440 Broadway,New York,NY,10018,"1440 Broadway, New York, NY 10018",Gold,2017-11-06 00:00:00,LEED-EB:OM v2009,689421.0,Office: Administrative/Professional,CBRE
TD Ameritrade 6th Avenue NYC,1133 Sixth Avenue,New York,NY,10036,"1133 Sixth Avenue, New York, NY 10036",,,LEED-CI Retail v2009,4875.0,Retail: Other Retail,TD Ameritrade
TD Bank - New York NY - 80 Univ Pl,80 University Place,New York,NY,10003,"80 University Place, New York, NY 10003",Gold,2015-04-27 00:00:00,LEED-CI Retail v2009,2197.0,Retail: Bank Branch,TD Bank
29 Broadway,29 Broadway,New York,NY,10004,"29 Broadway, New York, NY 10004",,,LEED-EB:OM v2009,300954.0,Office: Mixed-Use,"Jeffries Morris, Inc."
TD Bank - New York NY - 131 East 23rd St,131 East 23rd Street,New York,NY,10010,"131 East 23rd Street, New York, NY 10010",Gold,2014-11-05 00:00:00,LEED-CI Retail v2009,6032.0,Retail: Bank Branch,TD Bank
101 Murray Street,101 Murray Street,New York,NY,10007,"101 Murray Street, New York, NY 10007",,,LEED-NC v2009,468677.0,Multi-Family Residential: Condominium,Henry V Murray Senior LLC
Recert - 555 5th Ave,555 5th Avenue,New York,NY,10017,"555 5th Avenue, New York, NY 10017",,,LEED-EB:OM v2009,250000.0,Office: Administrative/Professional,ATCO
Recert - 630 3rd Ave,630 3rd Avenue,New York,NY,10017,"630 3rd Avenue, New York, NY 10017",,,LEED-EB:OM v2009,232673.0,Office: Administrative/Professional,CodeGreen
Recert - 345 Hudson,345 Hudson Street,New York,NY,10014,"345 Hudson Street, New York, NY 10014",,,LEED-EB:OM v2009,909266.0,Office: Administrative/Professional,CodeGreen Solutions
Durst Partial 45 & 46 Floors 1WTC,72 Vessey St,New York,NY,10048,"72 Vessey St, New York, NY 10048",Gold,2016-11-08 00:00:00,LEED-CI v2009,33500.0,Office: Administrative/Professional,Royal 1 WTC Management LLC
TD Bank - New York NY - 1375 Broadway,1375 Broadway,New York,NY,10018,"1375 Broadway, New York, NY 10018",Gold,2015-06-01 00:00:00,LEED-CI Retail v2009,4100.0,Retail: Bank Branch,TD Bank
LYFE Kitchen- NYC Manhattan,250 W. 55th Street,New York,NY,10019,"250 W. 55th Street, New York, NY 10019",,,LEED-CI Retail v2009,4000.0,Retail: Fast Food,LYFE Kitchen
Kohls New York Design Office-Floor 18,1400 Broadway,New York,NY,10018,"1400 Broadway, New York, NY 10018",,,LEED-CI v2009,21098.0,Office: Administrative/Professional,Kohl's Department Stores
LOreal HQ,10th Ave W 30th Street,New York,NY,10001,"10th Ave W 30th Street, New York, NY 10001",Gold,2017-07-25 00:00:00,LEED-CI v2009,275411.0,Office: Other Office,L'Oreal
100 Franklin,100 Franklin St,New York,NY,10013,"100 Franklin St, New York, NY 10013",,,LEED-NC v2009,50000.0,Multi-Family Residential: Condominium,DDG
TD Bank - New York NY - 40 Fulton St,40 Fulton Street,New York,NY,10038,"40 Fulton Street, New York, NY 10038",Gold,2015-04-01 00:00:00,LEED-CI Retail v2009,4194.0,Retail: Bank Branch,TD Bank
TD Bank - NYC NY - 166 Chambers Street,166 Chambers Street,New York,NY,10282,"166 Chambers Street, New York, NY 10282",Gold,2015-05-27 00:00:00,LEED-CI Retail v2009,3593.0,Retail: Bank Branch,TD Bank
750 7th Avenue,750 7th Avenue,New York,NY,10019,"750 7th Avenue, New York, NY 10019",Silver,2015-01-06 00:00:00,LEED-EB:OM v2009,620641.0,Office: Financial,Fosterlane Realty Inc.
LEGO 5th Avenue,200 Fifth Avenue,New York,NY,10010,"200 Fifth Avenue, New York, NY 10010",,,LEED-CI Retail v2009,7703.0,Retail: Other Retail,LEGO Brand Retail
35 Hudson Yards,35 Hudson Yards,New York,NY,10001,"35 Hudson Yards, New York, NY 10001",Gold,2020-01-16 00:00:00,LEED-NC v2009,1049990.0,Multi-Family Residential: Apartment,ERY Tenant LLC
100 East 53rd Street,610 Lexington Ave,New York,NY,10022,"610 Lexington Ave, New York, NY 10022",Silver,2019-07-24 00:00:00,LEED-NC v2009,318867.0,Multi-Family Residential: Condominium,RFR Holding LLC
117 West 21st Street,117-119 West 21st Street,New York,NY,10011,"117-119 West 21st Street, New York, NY 10011",,,LEED-NC v2009,32951.0,Multi-Family Residential: Condominium,Alfa Development
3 Hudson Boulevard,400 11th Avenue,New York,NY,10001,"400 11th Avenue, New York, NY 10001",,,LEED-CS v2009,1785299.0,Office: Mixed-Use,Monian Group
Cooper Carry NYC Office,75 Broad Street,New York,NY,10004,"75 Broad Street, New York, NY 10004",Gold,2016-12-20 00:00:00,LEED-CI v2009,2927.0,Office: Administrative/Professional,Cooper Carry
63 Madison Avenue,63 Madison Avenue,New York,NY,10016,"63 Madison Avenue, New York, NY 10016",Silver,2015-01-09 00:00:00,LEED-EB:OM v2009,786069.0, ,"63 Madison Owners, LLC"
2040 Frederick Douglass Boulevard,2040 Frederick Douglass Boulevard,New York,NY,10026,"2040 Frederick Douglass Boulevard, New York, NY 10026",Silver,2018-03-26 00:00:00,LEED-NC v2009,113193.0,Multi-Family Residential: Condominium,Crescent 110 Equities LLC
Columbia Business School,637 West 125th Street,New York,NY,10027,"637 West 125th Street, New York, NY 10027",Gold,2022-09-13 00:00:00,LEED-NC v2009,483929.0,Core Learning Space: College/University, 
Trinity School,139 West 91st Street,New York,NY,10024,"139 West 91st Street, New York, NY 10024",Certified,2019-03-25 00:00:00,LEED FOR SCHOOLS v2009,74400.0,Core Learning Space: K-12 Elementary/Middle School,Trinity Episcopal School Corporation
850 3rd Ave - Recertification,850 3rd Avenue,New York,NY,10022,"850 3rd Avenue, New York, NY 10022",Gold,2017-06-29 00:00:00,LEED-EB:OM v2009,590518.0,Office: Mixed-Use,"SRI Nine 850, LLC"
50 Hudson Yards,50 Hudson Yards,New York,NY,10001,"50 Hudson Yards, New York, NY 10001",Gold,2023-07-19 00:00:00,LEED-CS v2009,2300000.0,Office: Mixed-Use,Related Companies
TD Bank - New York NY - 950 Broadway,950 Broadway,New York,NY,10010,"950 Broadway, New York, NY 10010",Silver,2015-07-15 00:00:00,LEED-CI Retail v2009,3425.0,Office: Financial,TD Bank
TD Bank - New York NY - 555 Madison Ave,555 Madison Avenue,New York,NY,10022,"555 Madison Avenue, New York, NY 10022",Silver,2015-11-15 00:00:00,LEED-CI Retail v2009,2961.0,Retail: Bank Branch,TD Bank
The College Board,250 Vesey Street,New York,NY,10281,"250 Vesey Street, New York, NY 10281",Silver,2015-07-12 00:00:00,LEED-CI v2009,104773.0,Office: Administrative/Professional,Cassidy Turley
70 Charlton St,68-74 Charlton St,New York,NY,10014,"68-74 Charlton St, New York, NY 10014",Certified,2018-05-14 00:00:00,LEED-NC v2009,224400.0,Multi-Family Residential: Condominium,Charlton Street Owner LLC
Yahoo! New York,229 West 43rd Street,New York,NY,10036,"229 West 43rd Street, New York, NY 10036",,,LEED-CI v2009,108826.0,Office: Other Office,Yahoo
Master Site - ERY Hudson Yards,10 Hudson Yards,New York,NY,10001,"10 Hudson Yards, New York, NY 10001",,,LEED-CS v2009,7681319.0,Office: Administrative/Professional,Related Companies
The Eugene,419 West 31st Street,New York,NY,10001,"419 West 31st Street, New York, NY 10001",Certified,2019-10-15 00:00:00,LEED-NC v2009,804458.0,Multi-Family Residential: Apartment,Brookfield Properties
30th Street Phase II B - One Hudson Yard,520 W 30th St.,New York,NY,10001,"520 W 30th St., New York, NY 10001",Gold,2019-07-15 00:00:00,LEED-NC v2009,312272.0,Multi-Family Residential: Apartment,Related Companies
Pret - World Trade Center,1 World Trade Center,New York,NY,10007,"1 World Trade Center, New York, NY 10007",,,LEED-CI Retail v2009,2676.0,Retail: Fast Food,Pret A Manger
Starbucks Broadway and Dyckman,4761 Broadway,New York,NY,10040,"4761 Broadway, New York, NY 10040",Certified,2014-09-09 00:00:00,LEED-CI Retail v2009,1100.0,Retail: Fast Food,Starbucks
1211 Avenue of the Americas,1211 Avenue Of The Americas,New York,NY,10036,"1211 Avenue Of The Americas, New York, NY 10036",Gold,2015-09-16 00:00:00,LEED-EB:OM v2009,1918786.0,Office: Mixed-Use,Cushman & Wakefield
Mount Sinai,150 E 42nd St,New York,NY,10017,"150 E 42nd St, New York, NY 10017",Silver,2015-12-23 00:00:00,LEED-CI v2009,351672.0,Office: Administrative/Professional,Mount Sinai
Prudential - 1540 Broadway,"1540 Broadway, 36th Floor",New York,NY,10036,"1540 Broadway, 36th Floor, New York, NY 10036",Gold,2016-07-07 00:00:00,LEED-CI v2009,13210.0,Office: Financial,Prudential
180 Maiden Lane,180 Maiden Lane,New York,NY,10038,"180 Maiden Lane, New York, NY 10038",,,LEED-EB:OM v2009,1078751.0,Office: Mixed-Use,SL Green Realty Corp
Essex Crossing,Essex At Delancey Street,New York,NY,10016,"Essex At Delancey Street, New York, NY 10016",,,LEED-ND v2009 Stage 1,6.0,Non-residential and Residential,Delancey Street Associates LLC
Hunter Roberts Office Fit-out,55 Water Street,New York,NY,10004,"55 Water Street, New York, NY 10004",Silver,2020-01-02 00:00:00,LEED-CI v2009,26965.0,Office: Administrative/Professional,Hunter Roberts Construction Group
Pret A Manger World Trade Center,1 World Trade Center,New York,NY,10007,"1 World Trade Center, New York, NY 10007",,,LEED-CI Retail v2009,2676.0,Retail: Fast Food,Pret A Manger
Whole Foods Market Harlem,100 West 125th Street,New York,NY,10027,"100 West 125th Street, New York, NY 10027",,,LEED-CI Retail v2009,39000.0,Retail: Grocery Store/Food Market,Whole Foods Market
485 Lexington Avenue,485 Lexington Avenue,New York,NY,10017,"485 Lexington Avenue, New York, NY 10017",,,LEED-EB:OM v2009,926122.0,Commercial Office, 
420 Lexington Avenue,420 Lexington Avenue,New York,NY,10017,"420 Lexington Avenue, New York, NY 10017",,,LEED-EB:OM v2009,1263809.0,Commercial Office, 
One World Observatory,One World Trade Center - Observation Deck,New York,NY,10006,"One World Trade Center - Observation Deck, New York, NY 10006",Platinum,2015-10-01 00:00:00,LEED-CI v2009,74230.0, ,Legends
LinkedIn-ESB 28,350 5th Avenue,New York,NY,10118,"350 5th Avenue, New York, NY 10118",Gold,2015-09-23 00:00:00,LEED-CI v2009,23617.0,Office: Administrative/Professional,LinkedIn
425 Lexington Avenue,425 Lexington Avenue,New York,NY,10017,"425 Lexington Avenue, New York, NY 10017",Silver,2015-03-10 00:00:00,LEED-EB:OM v2009,700134.0,Office: Administrative/Professional,J.P. Morgan Investment Management Inc.
1515 Broadway,1515 Broadway,New York,NY,10036,"1515 Broadway, New York, NY 10036",,,LEED-EB:OM v2009,1700000.0,Commercial Office, 
TD Bank - NYC - 2144 Third Ave,2144 Third Avenue,New York,NY,10035,"2144 Third Avenue, New York, NY 10035",Certified,2016-03-16 00:00:00,LEED-NC Retail v2009,3524.0,Retail: Bank Branch,TD Bank
300 Lafayette,300 Lafayette St.,New York,NY,10012,"300 Lafayette St., New York, NY 10012",Silver,2019-09-11 00:00:00,LEED-CS v2009,90130.0,Office: Mixed-Use,NG 300 Lafayette St. LLC
Extell 14th Street - Building C,524 East 14th St.,New York,NY,10009,"524 East 14th St., New York, NY 10009",Silver,2019-05-20 00:00:00,LEED-HOMES MR v2010,67125.0,Mid-rise multi-family,Extell Development Co.
Extell 14th Street - Building AB,500 East 14th St.,New York,NY,10009,"500 East 14th St., New York, NY 10009",Silver,2019-05-20 00:00:00,LEED-HOMES MR v2010,180960.0,Mid-rise multi-family,Extell Development Co.
522 Fifth Avenue Recertification,522 5th Avenue,New York,NY,10036,"522 5th Avenue, New York, NY 10036",,,LEED-EB:OM v2009,547349.0,Office: Administrative/Professional,Morgan Stanley
Urban Glass House,330 Spring St.,New York,NY,10013,"330 Spring St., New York, NY 10013",,,LEED-EB:OM v2009,93000.0,Multi-Family Residential: Condominium,Urban Glass House Condo Association
One Citi NY - Greenwich St Redevelopment,388 Greenwich Street,New York,NY,10013,"388 Greenwich Street, New York, NY 10013",Platinum,2020-05-06 00:00:00,LEED-NC v2009,2222976.0,Office: Financial,Citigroup
Starbucks 99th and Broadway,2621 Broadway,New York,NY,10025,"2621 Broadway, New York, NY 10025",Silver,2014-09-24 00:00:00,LEED-CI Retail v2009,1269.0,Retail: Fast Food,Starbucks
Eataly New York WTC,Four World Trade Center,New York,NY,10006,"Four World Trade Center, New York, NY 10006",Gold,2016-09-26 00:00:00,LEED-CI Retail v2009,39989.0,Retail: Restaurant/Cafeteria,Eataly
TD Bank - New York NY - 175 Varick St,175 Varick St,New York,NY,10014,"175 Varick St, New York, NY 10014",Silver,2016-02-05 00:00:00,LEED-CI Retail v2009,3788.0,Retail: Bank Branch,TD Bank
Langan - NYC Office Renovation,21 Penn Plaza,New York,NY,10001,"21 Penn Plaza, New York, NY 10001",Certified,2018-08-21 00:00:00,LEED-CI v2009,41786.0,Office: Other Office,Langan Engineering
9 Minetta,9 Minetta Street,New York,NY,10012,"9 Minetta Street, New York, NY 10012",,,LEED-HOMES v2008,7187.0,Single-Family (Attached),West Village - Minetta Partners LLC
Lenox Health Greenwich Village  Am Surg,20 Seventh Avenue,New York,NY,10014,"20 Seventh Avenue, New York, NY 10014",Silver,2018-12-21 00:00:00,LEED-CI v2009,22411.0,Healthcare: Clinic/Other Outpatient,North Shore LIJ Health System
Lenox Health Greenwich Village - Imaging,20 Seventh Avenue,New York,NY,10014,"20 Seventh Avenue, New York, NY 10014",Silver,2018-12-21 00:00:00,LEED-CI v2009,14196.0,Healthcare: Clinic/Other Outpatient,North Shore LIJ Health System
China Institute Ph. I - Partial Reno.,40 Rector Street,New York,NY,10006,"40 Rector Street, New York, NY 10006",Silver,2016-04-28 00:00:00,LEED-CI v2009,26336.0,Public Assembly: Social/Meeting,China Institute
305 East 72nd Street,305 East 72nd Street,New York,NY,10021,"305 East 72nd Street, New York, NY 10021",,,LEED v4 O+M: EB,194949.0,Multi-Family Residential: Apartment,305-72 Owners Corp.
High 5 Games - 1 WTC,One World Trade Center,New York,NY,10006,"One World Trade Center, New York, NY 10006",Gold,2016-06-30 00:00:00,LEED-CI v2009,37255.0,Office: Other Office,High 5 Games
TD Bank - NYC - 314 Grand Street,314 Grand Street,New York,NY,10002,"314 Grand Street, New York, NY 10002",Gold,2015-12-03 00:00:00,LEED-CI Retail v2009,3676.0,Retail: Bank Branch,TD Bank
Turner Construction Co. 375 Hudson St,375 Hudson Street,New York,NY,10014,"375 Hudson Street, New York, NY 10014",Gold,2016-12-19 00:00:00,LEED-CI v2009,50214.0,Office: Administrative/Professional,Turner Construction Company
NBA Flagship Retail Store,545 5th Ave,New York,NY,10017,"545 5th Ave, New York, NY 10017",Gold,2016-06-01 00:00:00,LEED-CI Retail v2009,27412.0,Retail: Other Retail,NBA
112 West 25th St,112 West 25th St,New York,NY,10001,"112 West 25th St, New York, NY 10001",Certified,2023-01-31 00:00:00,LEED-NC v2009,173800.0,"Lodging: Hotel/Motel/Resort, Full Service",LAM Generation
"Weil, Gotshal & Manges NY Headquarters",767 Fifth Avenue,New York,NY,10153,"767 Fifth Avenue, New York, NY 10153",Gold,2021-04-14 00:00:00,LEED-CI v2009,283171.0,Office: Administrative/Professional,"Weil, Gotshal & Manges LLP"
110 University Place,110 University Place,New York,NY,10003,"110 University Place, New York, NY 10003",,,LEED-NC v2009,143000.0,Multi-Family Residential: Condominium,K&M Garage Corp
Cushman Wakefield 1WTC-45,1 World Trade Center,New York,NY,10007,"1 World Trade Center, New York, NY 10007",Gold,2016-12-05 00:00:00,LEED-CI v2009,6100.0,Office: Administrative/Professional,"Cushman & Wakefield, Inc."
75 Varick Recertification,75 Varick Street,New York,NY,10013,"75 Varick Street, New York, NY 10013",,,LEED-EB:OM v2009,984017.0,Office: Mixed-Use,Trinity Real Estate
100 Park Avenue - Recert2,100 Park Avenue,New York,NY,10017,"100 Park Avenue, New York, NY 10017",,,LEED-EB:OM v2009,889875.0,Office: Mixed-Use,SL Green
BNY Mellon Headquarters,225 Liberty Street,New York,NY,10281,"225 Liberty Street, New York, NY 10281",Gold,2018-04-27 00:00:00,LEED-CI v2009,228454.0,Office: Administrative/Professional,BNY Mellon
Starbucks 60 Wall St,60 Wall St,New York,NY,10005,"60 Wall St, New York, NY 10005",Certified,2015-04-03 00:00:00,LEED-CI Retail v2009,924.0,Retail: Fast Food,Starbucks
Gucci Retail - 200 Vesey,200 Vesey St,New York,NY,10280,"200 Vesey St, New York, NY 10280",Gold,2016-12-05 00:00:00,LEED-CI Retail v2009,6321.0,Retail: Other Retail,Gucci
Foundation Center - 24th Floor,32 Old Slip,New York,NY,10005,"32 Old Slip, New York, NY 10005",Silver,2016-04-28 00:00:00,LEED-CI v2009,25681.0,Office: Administrative/Professional,The Foundation Center
63 Madison Avenue Recertification,63 Madison Avenue,New York,NY,10016,"63 Madison Avenue, New York, NY 10016",Gold,2018-08-31 00:00:00,LEED-EB:OM v2009,786069.0,Office: Mixed-Use,"63 Madison Owners, LLC"
"Eileen Fisher- 111 5th Ave, 8,9,10,11 FL",111 5th Ave,New York,NY,10011,"111 5th Ave, New York, NY 10011",Gold,2019-01-16 00:00:00,LEED-CI v2009,50000.0,Office: Administrative/Professional,Eileen Fisher
140 Broadway,140 Broadway,New York,NY,10005,"140 Broadway, New York, NY 10005",Gold,2015-06-22 00:00:00,LEED-EB:OM v2009,1272199.0, ,140 BW LLC
One Manhattan West,"401 9th Ave, New York",New York,NY,10001,"401 9th Ave, New York, New York, NY 10001",Gold,2020-02-05 00:00:00,LEED-CS v2009,1900000.0,Office: Other Office,Brookfield Office Properties
360 Lexington Avenue Recertification,360 Lexington Avenue,New York,NY,10168,"360 Lexington Avenue, New York, NY 10168",Gold,2015-10-17 00:00:00,LEED-EB:OM v2009,234427.0,Office: Mixed-Use,AEW
250 Park Recertification,250 Park Avenue,New York,NY,10177,"250 Park Avenue, New York, NY 10177",Gold,2015-10-17 00:00:00,LEED-EB:OM v2009,468479.0,Office: Mixed-Use,AEW
One Manhattan Square,250 South Street,New York,NY,10002,"250 South Street, New York, NY 10002",Silver,2020-08-31 00:00:00,LEED-NC v2009,1212864.0,Multi-Family Residential: Condominium,CPS Fee Company LLC
Lycee Francais de New York,505 East 75th Street,New York,NY,10021,"505 East 75th Street, New York, NY 10021",Silver,2016-05-27 00:00:00,LEED-EB:OM v2009,163120.0,Core Learning Space: K-12 High School,Lycee Francais de New York
Webster Green,3100 Webster Avenue,New York,NY,10467,"3100 Webster Avenue, New York, NY 10467",Gold,2021-11-23 00:00:00,LEED-HOMES MR v2010,72159.0,Mid-rise multi-family,Webster Green Housing Development Fund C
Cornerstone Research,599 Lexington Avenue,New York,NY,10022,"599 Lexington Avenue, New York, NY 10022",,,LEED-CI v2009,23211.0,Office: Administrative/Professional,Cornerstone Research
The Renny,341-2349 Adam Clatyon Powell Jr. Blvd,New York,NY,10001,"341-2349 Adam Clatyon Powell Jr. Blvd, New York, NY 10001",,,LEED-HOMES MR v2010,198497.0,Multi-Family Mid-Rise,BRP Renny LLC
Rockefeller University River Building,1230 York Avenue,New York,NY,10065,"1230 York Avenue, New York, NY 10065",Gold,2022-01-18 00:00:00,LEED-NC v2009,147928.0,Laboratory, 
Rockefeller Univ. Health & Fitness Ctr,1230 York Avenue,New York,NY,10065,"1230 York Avenue, New York, NY 10065",,,LEED-NC v2009,20939.0,Public Assembly: Recreation, 
100 Franklin,100 Franklin Street,New York,NY,10013,"100 Franklin Street, New York, NY 10013",,,LEED-NC v2009,29421.0,Multi-Family Residential: Apartment,DDG
TD Bank - New York NY - 202 W 23rd St,202 W 23rd Street,New York,NY,10011,"202 W 23rd Street, New York, NY 10011",Gold,2016-05-23 00:00:00,LEED-CI Retail v2009,3518.0,Retail: Bank Branch,TD Bank Group
Teaching and Learning Center,3009 Broadway,New York,NY,10027,"3009 Broadway, New York, NY 10027",Silver,2020-02-14 00:00:00,LEED-NC v2009,127808.0,Core Learning Space: College/University,Barnard College
TD Bank - New York NY - 86th & Lexington,1276 Lexington Avenue,New York,NY,10028,"1276 Lexington Avenue, New York, NY 10028",Silver,2016-02-11 00:00:00,LEED-CI Retail v2009,1348.0,Retail: Bank Branch,TD Bank Group
TD Bank - New York NY - 85th & Madison,1133 Madison Avenue,New York,NY,10028,"1133 Madison Avenue, New York, NY 10028",Gold,2016-02-16 00:00:00,LEED-CI Retail v2009,3358.0,Retail: Bank Branch,TD Bank Group
1250 Broadway,1250 Broadway,New York,NY,10001,"1250 Broadway, New York, NY 10001",Gold,2015-10-22 00:00:00,LEED-EB:OM v2009,719481.0,Office: Mixed-Use,JT/MH 1250 Owner LP
1 Vanderbilt,317 Madison Avenue,New York,NY,10010,"317 Madison Avenue, New York, NY 10010",Gold,2021-05-21 00:00:00,LEED v4 BD+C: CS,1690000.0,Office: Administrative/Professional,SL Green Realty Corp.
250 Hudson Street Recertification,250 Hudson Street,New York,NY,10013,"250 Hudson Street, New York, NY 10013",Gold,2016-05-16 00:00:00,LEED-EB:OM v2009,332960.0,Office: Mixed-Use,Jack Resnick & Sons
295 MADISON AVENUE,295 Madison Avenue,New York,NY,10017,"295 Madison Avenue, New York, NY 10017",Certified,2018-10-30 00:00:00,LEED-EB:OM v2009,298648.0,Office: Mixed-Use,ERETZ Group
John Hardy New York,330 Hudson Street,New York,NY,10013,"330 Hudson Street, New York, NY 10013",Gold,2016-04-21 00:00:00,LEED-CI v2009,11600.0,Office: Mixed-Use,John Hardy USA Inc
Nickelodeon - Floors 41 and 42,1515 Broadway,New York,NY,10036,"1515 Broadway, New York, NY 10036",Gold,2016-10-17 00:00:00,LEED-CI v2009,46461.0,Office: Administrative/Professional,Nickelodeon
512 W. 22nd Street,510 West 22nd Street,New York,NY,10011,"510 West 22nd Street, New York, NY 10011",Gold,2019-08-08 00:00:00,LEED-CS v2009,172642.0,Office: Mixed-Use,"510 West 22nd Street Partners, LLC"
1 WTC GSA Interiors,72 Vessey St,New York,NY,10007,"72 Vessey St, New York, NY 10007",Gold,2017-01-04 00:00:00,LEED-CI v2009,166975.0,Office: Administrative/Professional,Royal 1 WTC Management LLC
Steelcase - 4 Columbus Circle,4 Columbus Circle,New York,NY,10019,"4 Columbus Circle, New York, NY 10019",,,LEED-CI v2009,15000.0,Office: Other Office,Steelcase Inc.
